First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL,Parcel Number,Appraised Value,Delinquent Taxes,Delinquent Amount,Homestead Exemption,Out-of-State Owner,Neighborhood,Violation Status,Violation Description,Violation Severity
,,,,OH,,12805 Holborn Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,10/27/2021,CONDEMN-137-10-059,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-10-059,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,6601 Morgan Ave,Cleveland,OH,44127,Condemned Property,CONDEMN,10/21/2021,CONDEMN-125-30-072,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,125-30-072,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,16921 E St Clair Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,10/18/2021,CONDEMN-116-15-017,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,116-15-017,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,7407 Union,Cleveland,OH,44105,Condemned Property,CONDEMN,10/12/2021,CONDEMN-125-35-099,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,125-35-099,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,1210 E 79 St,Cleveland,OH,44103,Condemned Property,CONDEMN,10/08/2021,CONDEMN-105-33-059,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,105-33-059,,No,,No,No,St.Clair-Superior,Condemned,,
,,,,OH,,783 East Blvd,Cleveland,OH,44108,Condemned Property,CONDEMN,10/07/2021,CONDEMN-108-18-002,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-18-002,,No,,No,No,Glenville,Condemned,,
,,,,OH,,12112 Union Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,10/07/2021,CONDEMN-137-02-008,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-02-008,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,11821 Corlett Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,10/04/2021,CONDEMN-137-14-027,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-14-027,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,3769 E 153Rd St,Cleveland,OH,44128,Condemned Property,CONDEMN,10/04/2021,CONDEMN-139-18-043,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-18-043,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,1767 Algonac Rd,Cleveland,OH,44112,Condemned Property,CONDEMN,10/01/2021,CONDEMN-117-05-010,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,117-05-010,,No,,No,No,Euclid-Green,Condemned,,
,,,,OH,,10005 Nelson Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,09/28/2021,CONDEMN-136-03-053,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,136-03-053,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,474 E 118,Cleveland,OH,44108,Condemned Property,CONDEMN,09/23/2021,CONDEMN-111-06-100,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-06-100,,No,,No,No,Glenville,Condemned,,
,,,,OH,,2346 E 61 St #4,Cleveland,OH,44104,Condemned Property,CONDEMN,09/22/2021,CONDEMN-118-29-304,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-29-304,,No,,No,No,,Condemned,,
,,,,OH,,2346 E 61 St #5,Cleveland,OH,44104,Condemned Property,CONDEMN,09/22/2021,CONDEMN-118-29-305,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-29-305,,No,,No,No,,Condemned,,
,,,,OH,,2346 E 61 St #6,Cleveland,OH,44104,Condemned Property,CONDEMN,09/22/2021,CONDEMN-118-29-306,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-29-306,,No,,No,No,,Condemned,,
,,,,OH,,2346 E 61 St #1,Cleveland,OH,44104,Condemned Property,CONDEMN,09/21/2021,CONDEMN-118-29-301,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-29-301,,No,,No,No,,Condemned,,
,,,,OH,,2346 E 61 St #2,Cleveland,OH,44104,Condemned Property,CONDEMN,09/21/2021,CONDEMN-118-29-302,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-29-302,,No,,No,No,,Condemned,,
,,,,OH,,2346 E 61 St #3,Cleveland,OH,44104,Condemned Property,CONDEMN,09/21/2021,CONDEMN-118-29-303,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-29-303,,No,,No,No,,Condemned,,
,,,,OH,,11423 Martin Luther King Jr Dr,Cleveland,OH,44105,Condemned Property,CONDEMN,09/20/2021,CONDEMN-135-15-061,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,135-15-061,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,2093 W 89,Cleveland,OH,44102,Condemned Property,CONDEMN,09/16/2021,CONDEMN-005-30-070,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,005-30-070,,No,,No,No,Cudell,Condemned,,
,,,,OH,,9357 Manor Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,09/13/2021,CONDEMN-128-16-328,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-16-328,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,13518 Miles,Cleveland,OH,44128,Condemned Property,CONDEMN,09/08/2021,CONDEMN-138-18-116,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-18-116,,No,,No,No,,Condemned,,
,,,,OH,,3699 E 142Nd St,Cleveland,OH,44120,Condemned Property,CONDEMN,09/08/2021,CONDEMN-139-02-083,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-02-083,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,6201 Dibble Ave,Cleveland,OH,44103,Condemned Property,CONDEMN,09/01/2021,CONDEMN-104-15-063,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,104-15-063,,No,,No,No,Hough,Condemned,,
,,,,OH,,1646 Avalon Rd,Cleveland,OH,44112,Condemned Property,CONDEMN,08/09/2021,CONDEMN-117-08-154,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,117-08-154,,No,,No,No,Euclid-Green,Condemned,,
,,,,OH,,15628 Halliday Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,08/04/2021,CONDEMN-115-31-099,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-31-099,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,13210 Union Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,07/19/2021,CONDEMN-137-04-014,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-04-014,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,6709 Gertrude Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,07/16/2021,CONDEMN-132-14-062,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-14-062,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,12816 Parkhill Ave,Cleveland,OH,44120,Condemned Property,CONDEMN,07/13/2021,CONDEMN-129-29-012,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,129-29-012,,No,,No,No,Buckeye-Shaker Square,Condemned,,
,,,,OH,,15726 Holmes Ave,Cleveland,OH,44110,Condemned Property,CONDEMN,06/23/2021,CONDEMN-115-25-007,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-25-007,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,11122 Mount Overlook Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,06/18/2021,CONDEMN-121-33-043,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-33-043,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,2251 E 93Rd St,Cleveland,OH,44106,Condemned Property,CONDEMN,06/17/2021,CONDEMN-121-16-157,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-16-157,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,2322 Scranton Rd,Cleveland,OH,44113,Condemned Property,CONDEMN,06/16/2021,CONDEMN-004-05-012,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,004-05-012,,No,,No,No,Tremont,Condemned,,
,,,,OH,,7628 Broadway Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,05/20/2021,CONDEMN-133-20-034,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,133-20-034,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,10744 Superior Ave,Cleveland,OH,44106,Condemned Property,CONDEMN,05/19/2021,CONDEMN-120-01-019,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,120-01-019,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3701 E 116 St,Cleveland,OH,44105,Condemned Property,CONDEMN,05/12/2021,CONDEMN-137-08-015,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,137-08-015,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,1535 E 43 St,Cleveland,OH,44103,Condemned Property,CONDEMN,05/11/2021,CONDEMN-104-26-061,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,104-26-061,,No,,No,No,Goodrich-Kirtland Pk,Condemned,,
,,,,OH,,7216 Dearborn Ave,Cleveland,OH,44102,Condemned Property,CONDEMN,05/03/2021,CONDEMN-006-28-066,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,006-28-066,,No,,No,No,West Boulevard,Condemned,,
,,,,OH,,11809 Imperial Ave,Cleveland,OH,44120,Condemned Property,CONDEMN,05/03/2021,CONDEMN-129-27-082,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,129-27-082,,No,,No,No,Buckeye-Shaker Square,Condemned,,
,,,,OH,,10406 Garfield Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,04/27/2021,CONDEMN-108-22-020,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-22-020,,No,,No,No,Glenville,Condemned,,
,,,,OH,,10625 Englewood Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,04/20/2021,CONDEMN-108-26-128,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-26-128,,No,,No,No,Glenville,Condemned,,
,,,,OH,,2938 E 125 St,Cleveland,OH,44120,Condemned Property,CONDEMN,04/14/2021,CONDEMN-129-20-063,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,129-20-063,,No,,No,No,Buckeye-Shaker Square,Condemned,,
,,,,OH,,2175 Ashland Rd,Cleveland,OH,44103,Condemned Property,CONDEMN,04/14/2021,CONDEMN-118-21-001,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-21-001,,No,,No,No,Central,Condemned,,
,,,,OH,,514 E 114 St,Cleveland,OH,44108,Condemned Property,CONDEMN,04/12/2021,CONDEMN-111-02-052,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-02-052,,No,,No,No,Glenville,Condemned,,
,,,,OH,,1970 W 93 St,Cleveland,OH,44102,Condemned Property,CONDEMN,04/09/2021,CONDEMN-001-30-038,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,001-30-038,,No,,No,No,Cudell,Condemned,,
,,,,OH,,2178 E 81St St,Cleveland,OH,44103,Condemned Property,CONDEMN,04/07/2021,CONDEMN-119-28-108,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,119-28-108,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,14803 Glendale Ave,Cleveland,OH,44128,Condemned Property,CONDEMN,03/29/2021,CONDEMN-139-14-023,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-14-023,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,13905 Caine Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,03/10/2021,CONDEMN-138-20-002,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-20-002,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,4409 E 156,Cleveland,OH,44128,Condemned Property,CONDEMN,03/10/2021,CONDEMN-142-14-065,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,142-14-065,,No,,No,No,Lee-Seville,Condemned,,
,,,,OH,,4001 List Ct,Cleveland,OH,44113,Condemned Property,CONDEMN,03/09/2021,CONDEMN-007-17-054,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,007-17-054,,No,,No,No,Clark-Fulton,Condemned,,
,,,,OH,,3182 W 41St St,Cleveland,OH,44109,Condemned Property,CONDEMN,03/09/2021,CONDEMN-007-28-052,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,007-28-052,,No,,No,No,Clark-Fulton,Condemned,,
,,,,OH,,2188 W 80 St,Cleveland,OH,44102,Condemned Property,CONDEMN,03/04/2021,CONDEMN-006-02-140,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,006-02-140,,No,,No,No,Detroit Shoreway,Condemned,,
,,,,OH,,1264 E 111Th St,Cleveland,OH,44108,Condemned Property,CONDEMN,03/02/2021,CONDEMN-109-24-050,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-24-050,,No,,No,No,Glenville,Condemned,,
,,,,OH,,945 E 150Th St,Cleveland,OH,44110,Condemned Property,CONDEMN,03/01/2021,CONDEMN-115-11-043,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,115-11-043,,No,,No,No,Collinwood-Nottingham,Condemned,,
,,,,OH,,8114 Korman Ave,Cleveland,OH,44103,Condemned Property,CONDEMN,02/23/2021,CONDEMN-107-05-063,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,107-05-063,,No,,No,No,St.Clair-Superior,Condemned,,
,,,,OH,,3232 E 117Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,02/22/2021,CONDEMN-130-01-037,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-01-037,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,12817 St Clair,Cleveland,OH,44108,Condemned Property,CONDEMN,02/22/2021,CONDEMN-111-12-045,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-12-045,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3197 E 118Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,02/16/2021,CONDEMN-130-01-094,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-01-094,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,10805 Arthur Ave,Cleveland,OH,44106,Condemned Property,CONDEMN,02/09/2021,CONDEMN-121-21-043,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-21-043,,No,,No,No,University,Condemned,,
,,,,OH,,12914 Griffing Ave,Cleveland,OH,44120,Condemned Property,CONDEMN,02/04/2021,CONDEMN-129-25-140,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,129-25-140,,No,,No,No,Buckeye-Shaker Square,Condemned,,
,,,,OH,,1640 E 85Th St,Cleveland,OH,44103,Condemned Property,CONDEMN,01/21/2021,CONDEMN-106-23-095,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,106-23-095,,No,,No,No,Hough,Condemned,,
,,,,OH,,3292 E 145Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,01/14/2021,CONDEMN-130-15-035,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-15-035,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,3837 W 117Th St,Cleveland,OH,44111,Condemned Property,CONDEMN,01/08/2021,CONDEMN-019-02-010,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,019-02-010,,No,,No,No,West Boulevard,Condemned,,
,,,,OH,,3463 E 147Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,01/05/2021,CONDEMN-130-16-065,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-16-065,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,9610 Pratt Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,01/04/2021,CONDEMN-136-14-064,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,136-14-064,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,6624 Gertrude Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,12/14/2020,CONDEMN-132-14-089,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-14-089,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,7214 Euclid Ave,Cleveland,OH,44103,Condemned Property,CONDEMN,12/04/2020,CONDEMN-118-15-005,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,118-15-005,,No,,No,No,,Condemned,,
,,,,OH,,5823 Detroit Ave,Cleveland,OH,44102,Condemned Property,CONDEMN,12/02/2020,CONDEMN-002-16-007,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,002-16-007,,No,,No,No,Detroit Shoreway,Condemned,,
,,,,OH,,3394 E 119Th St,Cleveland,OH,44120,Condemned Property,CONDEMN,11/23/2020,CONDEMN-130-21-060,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-21-060,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,4120 E 104 St,Cleveland,OH,44105,Condemned Property,CONDEMN,11/23/2020,CONDEMN-136-16-072,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,136-16-072,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,10532 Amor Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,11/17/2020,CONDEMN-109-14-135,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-14-135,,No,,No,No,Glenville,Condemned,,
,,,,OH,,2314 E 101St St,Cleveland,OH,44106,Condemned Property,CONDEMN,11/16/2020,CONDEMN-121-19-135,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,121-19-135,,No,,No,No,Fairfax,Condemned,,
,,,,OH,,7208 Elton Ave,Cleveland,OH,44102,Condemned Property,CONDEMN,11/09/2020,CONDEMN-006-09-022,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,006-09-022,,No,,No,No,Detroit Shoreway,Condemned,,
,,,,OH,,10301 Reno Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,10/21/2020,CONDEMN-135-18-096,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,135-18-096,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,3656 E 151St St,Cleveland,OH,44120,Condemned Property,CONDEMN,10/08/2020,CONDEMN-139-12-112,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,139-12-112,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,6610 Lansing Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,10/07/2020,CONDEMN-132-18-005,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-18-005,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,12002 Robertson Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,10/06/2020,CONDEMN-138-14-068,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-14-068,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,993 Thornhill,Cleveland,OH,44108,Condemned Property,CONDEMN,09/23/2020,CONDEMN-110-12-017,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-12-017,,No,,No,No,Glenville,Condemned,,
,,,,OH,,14109 Caine Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,09/23/2020,CONDEMN-138-20-010,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-20-010,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,7914 Redell Ave,Cleveland,OH,44103,Condemned Property,CONDEMN,09/01/2020,CONDEMN-106-19-001,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,106-19-001,,No,,No,No,Hough,Condemned,,
,,,,OH,,3422 E 143 St,Cleveland,OH,44120,Condemned Property,CONDEMN,08/26/2020,CONDEMN-130-13-060,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,130-13-060,,No,,No,No,Mount Pleasant,Condemned,,
,,,,OH,,10200 Miles Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,08/26/2020,CONDEMN-136-23-001,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,136-23-001,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,9908 Parkgate Ave,Cleveland,OH,44108,Condemned Property,CONDEMN,08/13/2020,CONDEMN-109-08-003,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,109-08-003,,No,,No,No,Glenville,Condemned,,
,,,,OH,,13322 Caine Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,08/11/2020,CONDEMN-138-17-123,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-17-123,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,7030 Wade Park Ave,Cleveland,OH,44103,Condemned Property,CONDEMN,08/04/2020,CONDEMN-106-09-018,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,106-09-018,,No,,No,No,Hough,Condemned,,
,,,,OH,,10614 Lee Ave,Cleveland,OH,44106,Condemned Property,CONDEMN,07/22/2020,CONDEMN-120-06-037,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,120-06-037,,No,,No,No,Glenville,Condemned,,
,,,,OH,,5313 Archmere Ave,Cleveland,OH,44144,Condemned Property,CONDEMN,07/15/2020,CONDEMN-012-18-058,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,012-18-058,,No,,No,No,Old Brooklyn,Condemned,,
,,,,OH,,6808 Forman Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,07/15/2020,CONDEMN-132-07-068,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,132-07-068,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,9324 Harvard,Cleveland,OH,,Condemned Property,CONDEMN,07/15/2020,CONDEMN-136-13-056,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,136-13-056,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,9702 Parkview Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,04/08/2020,CONDEMN-128-17-007,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-17-007,,No,,No,No,Kinsman,Condemned,,
,,,,OH,,4114 Archwood Ave,Cleveland,OH,44109,Condemned Property,CONDEMN,04/07/2020,CONDEMN-015-22-086,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,015-22-086,,No,,No,No,Brooklyn Centre,Condemned,,
,,,,OH,,915 E 123 St,Cleveland,OH,44108,Condemned Property,CONDEMN,04/07/2020,CONDEMN-110-22-034,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,110-22-034,,No,,No,No,Glenville,Condemned,,
,,,,OH,,3941 E 74 St,Cleveland,OH,44105,Condemned Property,CONDEMN,04/07/2020,CONDEMN-133-19-052,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,133-19-052,,No,,No,No,Broadway-Slavic Village,Condemned,,
,,,,OH,,11623 Miles Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,04/07/2020,CONDEMN-138-07-019,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-07-019,,No,,No,No,Union-Miles,Condemned,,
,,,,OH,,1226 E 80 St,Cleveland,OH,44103,Condemned Property,CONDEMN,03/31/2020,CONDEMN-107-08-092,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,107-08-092,,No,,No,No,St.Clair-Superior,Condemned,,
,,,,OH,,397 Eddy Rd,Cleveland,OH,44108,Condemned Property,CONDEMN,03/25/2020,CONDEMN-111-15-009,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,111-15-009,,No,,No,No,Glenville,Condemned,,
,,,,OH,,1079 E 78 St,Cleveland,OH,44103,Condemned Property,CONDEMN,03/24/2020,CONDEMN-105-31-146,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,105-31-146,,No,,No,No,St.Clair-Superior,Condemned,,
,,,,OH,,884 Parkwood Dr,Cleveland,OH,44108,Condemned Property,CONDEMN,03/24/2020,CONDEMN-108-27-023,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,108-27-023,,No,,No,No,Glenville,Condemned,,
,,,,OH,,2884 Woodhill Rd,Cleveland,OH,44104,Condemned Property,CONDEMN,03/24/2020,CONDEMN-126-37-022,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,126-37-022,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,11312 Woodland Ave,Cleveland,OH,44104,Condemned Property,CONDEMN,03/17/2020,CONDEMN-128-03-018,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,128-03-018,,No,,No,No,Buckeye-Woodhill,Condemned,,
,,,,OH,,13813 Edgewood Ave,Cleveland,OH,44105,Condemned Property,CONDEMN,03/17/2020,CONDEMN-138-06-026,,55,Condemned property; Address found,Cleveland Code Enforcement,https://aca-prod.accela.com/COC/,138-06-026,,No,,No,No,Union-Miles,Condemned,,
